class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
Ceil,Ceil,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Combin,Combin,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Cos,Cos,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Cosh,Cosh,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Degrees,Degrees,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Even,Even,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Exp,Exp,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Fact,Fact,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FactN,FactN,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Floor,Floor,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GreatestCommonDenominator,GreatestCommonDenominator,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LeastCommonMultiple,LeastCommonMultiple,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Ln,Ln,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Log,Log,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Max,Max,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Min,Min,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Mod,Mod,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Multinomial,Multinomial,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Odd,Odd,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Pow,Pow,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Quotient,Quotient,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Radians,Radians,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RandomNumber,RandomNumber,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Round,Round,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Sin,Sin,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Sinh,Sinh,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Sum,Sum,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Tan,Tan,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Tanh,Tanh,com.google.refine.expr.functions.math,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.math,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Chomp,Chomp,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Contains,Contains,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Decode,Decode,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DetectLanguage,DetectLanguage,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Diff,Diff,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Encode,Encode,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EndsWith,EndsWith,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Escape,Escape,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Find,Find,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Fingerprint,Fingerprint,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IndexOf,IndexOf,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LastIndexOf,LastIndexOf,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LevenshteinDistance,LevenshteinDistance,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Match,Match,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MD5,MD5,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NGram,NGram,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NGramFingerprint,NGramFingerprint,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Normalize,Normalize,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ParseJson,ParseJson,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ParseUri,ParseUri,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Partition,Partition,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Phonetic,Phonetic,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Range,Range,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Reinterpret,Reinterpret,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Replace,Replace,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReplaceChars,ReplaceChars,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReplaceEach,ReplaceEach,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RPartition,RPartition,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SHA1,SHA1,com.google.refine.expr.functions.strings,False,0.95,Class appears to be correctly placed,com.google.refine.expr.functions.strings,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
